time,sector,symbol,score,price,fear_greed,put_call,held,running
2026-07-26 20:07:01,defense,ITA,-4.65,240.2,26,0.99,0,True
2026-07-26 20:07:01,finance,XLF,13.96,56.325,26,0.99,0,True
2026-07-26 20:07:01,tech,XLK,3.04,175.93,26,0.99,0,True
2026-07-26 20:07:01,gold,GLD,13.54,371.87,26,0.99,0,True
2026-07-26 20:07:01,infra,PAVE,0.6,57.69,26,0.99,1,True
2026-07-26 20:07:01,crypto,IBIT,0.0,36.35,26,0.99,0,True
2026-07-26 21:07:02,energy,XLE,0.55,59.61,26,0.99,1,True
2026-07-26 21:07:02,oil,XOP,-3.35,174.13,26,0.99,0,True
2026-07-26 21:07:02,industry,XLI,-2.51,182.63,26,0.99,0,True
2026-07-26 21:07:02,steel,SLX,-2.51,103.54,26,0.99,0,True
2026-07-26 21:07:02,defense,ITA,-5.07,240.2,26,0.99,0,True
2026-07-26 21:07:02,finance,XLF,13.96,56.325,26,0.99,0,True
2026-07-26 21:07:02,tech,XLK,2.2,175.93,26,0.99,0,True
2026-07-26 21:07:02,gold,GLD,13.54,371.87,26,0.99,0,True
2026-07-26 21:07:02,infra,PAVE,0.6,57.69,26,0.99,1,True
2026-07-26 21:07:02,crypto,IBIT,0.0,36.35,26,0.99,0,True
2026-07-26 22:07:02,energy,XLE,1.88,59.61,26,0.99,1,True
2026-07-26 22:07:02,oil,XOP,-2.68,174.13,26,0.99,0,True
2026-07-26 22:07:02,industry,XLI,-2.51,182.63,26,0.99,0,True
2026-07-26 22:07:02,steel,SLX,-2.51,103.54,26,0.99,0,True
2026-07-26 22:07:02,defense,ITA,-4.46,240.2,26,0.99,0,True
2026-07-26 22:07:02,finance,XLF,15.29,56.325,26,0.99,0,True
2026-07-26 22:07:02,tech,XLK,3.61,175.93,26,0.99,0,True
2026-07-26 22:07:02,gold,GLD,15.53,371.87,26,0.99,0,True
2026-07-26 22:07:02,infra,PAVE,0.6,57.69,26,0.99,1,True
2026-07-26 22:07:02,crypto,IBIT,0.0,36.35,26,0.99,0,True
2026-07-26 23:07:02,energy,XLE,1.37,59.61,26,0.99,1,True
2026-07-26 23:07:02,oil,XOP,-2.68,174.13,26,0.99,0,True
2026-07-26 23:07:02,industry,XLI,-2.51,182.63,26,0.99,0,True
2026-07-26 23:07:02,steel,SLX,-2.51,103.54,26,0.99,0,True
2026-07-26 23:07:02,defense,ITA,-5.75,240.2,26,0.99,0,True
2026-07-26 23:07:02,finance,XLF,10.72,56.325,26,0.99,0,True
2026-07-26 23:07:02,tech,XLK,1.53,175.93,26,0.99,0,True
2026-07-26 23:07:02,gold,GLD,11.65,371.87,26,0.99,0,True
2026-07-26 23:07:02,infra,PAVE,0.6,57.69,26,0.99,1,True
2026-07-26 23:07:02,crypto,IBIT,0.0,36.35,26,0.99,0,True
2026-07-27 00:07:21,energy,XLE,1.37,,26,0.99,1,True
2026-07-27 00:07:21,oil,XOP,-3.34,,26,0.99,0,True
2026-07-27 00:07:21,industry,XLI,-3.54,,26,0.99,0,True
2026-07-27 00:07:21,steel,SLX,-3.54,,26,0.99,0,True
2026-07-27 00:07:21,defense,ITA,-7.06,,26,0.99,0,True
2026-07-27 00:07:21,finance,XLF,11.25,,26,0.99,0,True
2026-07-27 00:07:21,tech,XLK,2.66,,26,0.99,0,True
2026-07-27 00:07:21,gold,GLD,12.43,,26,0.99,0,True
2026-07-27 00:07:21,infra,PAVE,0.6,,26,0.99,1,True
2026-07-27 00:07:21,crypto,IBIT,0.0,,26,0.99,0,True
2026-07-27 01:07:02,energy,XLE,-1.06,59.61,26,0.99,1,True
2026-07-27 01:07:02,oil,XOP,-7.81,174.13,26,0.99,0,True
2026-07-27 01:07:02,industry,XLI,-3.54,182.63,26,0.99,0,True
2026-07-27 01:07:02,steel,SLX,-3.54,103.54,26,0.99,0,True
2026-07-27 01:07:02,defense,ITA,-7.26,240.2,26,0.99,0,True
2026-07-27 01:07:02,finance,XLF,15.74,56.325,26,0.99,0,True
2026-07-27 01:07:02,tech,XLK,2.42,175.93,26,0.99,0,True
2026-07-27 01:07:02,gold,GLD,16.23,371.87,26,0.99,0,True
2026-07-27 01:07:02,infra,PAVE,0.6,57.69,26,0.99,1,True
2026-07-27 01:07:02,crypto,IBIT,0.0,36.35,26,0.99,0,True
2026-07-27 02:07:01,energy,XLE,-3.15,59.61,26,0.99,1,True
2026-07-27 02:07:01,oil,XOP,-9.6,174.13,26,0.99,0,True
2026-07-27 02:07:01,industry,XLI,-3.54,182.63,26,0.99,0,True
2026-07-27 02:07:01,steel,SLX,-3.54,103.54,26,0.99,0,True
2026-07-27 02:07:01,defense,ITA,-10.1,240.2,26,0.99,0,True
2026-07-27 02:07:01,finance,XLF,15.86,56.325,26,0.99,0,True
2026-07-27 02:07:01,tech,XLK,3.31,175.93,26,0.99,0,True
2026-07-27 02:07:01,gold,GLD,14.51,371.87,26,0.99,0,True
2026-07-27 02:07:01,infra,PAVE,0.86,57.69,26,0.99,1,True
2026-07-27 02:07:01,crypto,IBIT,0.0,36.35,26,0.99,0,True
2026-07-27 03:07:02,energy,XLE,-5.4,59.61,30,0.99,1,True
2026-07-27 03:07:02,oil,XOP,-13.3,174.13,30,0.99,0,True
2026-07-27 03:07:02,industry,XLI,-2.51,182.63,30,0.99,0,True
2026-07-27 03:07:02,steel,SLX,-2.51,103.54,30,0.99,0,True
2026-07-27 03:07:02,defense,ITA,-12.53,240.2,30,0.99,0,True
2026-07-27 03:07:02,finance,XLF,13.58,56.325,30,0.99,0,True
2026-07-27 03:07:02,tech,XLK,-2.02,175.93,30,0.99,0,True
2026-07-27 03:07:02,gold,GLD,11.6,371.87,30,0.99,0,True
2026-07-27 03:07:02,infra,PAVE,0.6,57.69,30,0.99,1,True
2026-07-27 03:07:02,crypto,IBIT,0.0,36.35,30,0.99,0,True
2026-07-27 04:07:02,energy,XLE,-6.23,59.61,30,0.99,1,True
