zeit,coin,markt,mid,spread_bp,slip180_bp,slip500_bp,slip1000_bp,tiefe_usd,funding_h_pct,roundtrip_bp
2026-09-01 00:15,AAVE,AAVE,124.11,1.611,0.806,0.806,0.806,122905,0.00125,14.11
2026-09-01 00:15,ARB,ARB,0.107935,4.632,2.316,2.316,3.243,47928,0.003625,23.78
2026-09-01 00:15,POL,POL,0.0899105,0.111,0.056,0.056,0.167,44827,0.00125,12.61
2026-09-01 00:15,RENDER,RENDER,1.41855,4.935,2.467,3.172,3.172,16760,0.00125,17.43
2026-09-01 00:15,DOGE,DOGE,0.0830735,0.361,0.181,0.542,0.662,149741,0.00125,12.86
2026-09-01 00:15,SHIB,kSHIB,0.0050775,1.969,0.985,0.985,2.954,179715,0.00125,14.47
2026-09-01 00:15,PEPE,kPEPE,0.0035655,2.805,1.402,1.402,1.402,1023714,0.00125,15.3
2026-09-01 00:15,WIF,WIF,0.197675,1.518,1.771,1.771,2.782,53051,0.00125,16.04
2026-09-01 00:15,BONK,kBONK,0.0029965,3.337,1.669,1.669,1.669,150479,0.00125,15.84
2026-09-01 00:15,TRUMP,TRUMP,2.4372999999999996,0.821,0.41,0.821,0.821,103765,0.00125,13.32
2026-09-01 00:20,BTC,BTC,78782.5,0.127,0.063,0.063,0.063,4430214,0.00125,12.63
2026-09-01 00:20,ETH,ETH,2472.1499999999996,0.405,0.202,0.202,0.202,7688835,0.00125,12.9
2026-09-01 00:20,SOL,SOL,103.295,0.968,0.484,0.484,0.484,5239334,0.00125,13.47
2026-09-01 00:20,XRP,XRP,1.3815499999999998,0.724,0.362,0.362,0.362,1325249,0.00125,13.22
2026-09-01 00:20,AVAX,AVAX,7.2102,0.832,0.416,0.555,0.555,39693,0.001143,13.03
2026-09-01 00:20,LINK,LINK,11.3475,0.881,0.441,1.322,1.322,349754,0.00125,13.38
2026-09-01 00:20,LTC,LTC,48.5655,0.618,0.309,0.309,0.515,56259,0.00125,13.12
2026-09-01 00:20,ADA,ADA,0.19866499999999998,1.51,0.755,1.258,1.258,131116,0.00019,11.04
2026-09-01 00:20,DOT,DOT,0.834775,1.078,0.539,0.659,0.659,37139,-0.000456,10.08
2026-09-01 00:20,UNI,UNI,5.21785,0.958,0.479,0.479,1.821,20858,0.00125,13.46
2026-09-01 00:20,AAVE,AAVE,124.055,0.806,0.403,0.403,0.403,229940,0.00125,13.31
2026-09-01 00:20,ARB,ARB,0.10644999999999999,3.758,1.879,3.758,4.697,51977,0.00331,22.02
2026-09-01 00:20,POL,POL,0.0901335,1.664,1.609,2.385,3.051,8971,0.000357,13.22
2026-09-01 00:20,RENDER,RENDER,1.41655,4.942,3.177,3.177,3.883,16379,0.00125,18.85
2026-09-01 00:20,DOGE,DOGE,0.0829865,0.121,0.181,0.181,0.301,228495,0.00125,12.86
2026-09-01 00:20,SHIB,kSHIB,0.005069499999999999,1.973,0.986,0.986,0.986,207056,0.00125,14.47
2026-09-01 00:20,PEPE,kPEPE,0.0035625,2.807,1.404,1.404,1.404,1155803,0.00125,15.31
2026-09-01 00:20,WIF,WIF,0.197475,1.519,0.76,2.279,2.785,47685,0.00125,14.02
2026-09-01 00:20,BONK,kBONK,0.002994,6.68,3.34,3.34,3.34,199701,0.00125,19.18
2026-09-01 00:20,TRUMP,TRUMP,2.4206000000000003,2.479,2.066,2.066,2.066,113305,0.00125,16.63
2026-09-01 00:25,BTC,BTC,78760.5,0.127,0.063,0.063,0.063,2555922,0.00125,12.63
2026-09-01 00:25,ETH,ETH,2471.6499999999996,0.405,0.202,0.202,0.202,9687179,0.00125,12.9
2026-09-01 00:25,SOL,SOL,103.285,0.968,0.484,0.484,0.484,4999552,0.00125,13.47
2026-09-01 00:25,XRP,XRP,1.38145,0.724,0.362,0.362,0.362,1941697,0.00125,13.22
2026-09-01 00:25,AVAX,AVAX,7.21555,1.802,0.901,1.039,1.039,60863,0.000986,13.56
2026-09-01 00:25,LINK,LINK,11.3535,0.881,0.44,0.44,0.44,389861,0.00125,13.38
2026-09-01 00:25,LTC,LTC,48.556,0.412,0.206,0.412,0.412,57234,0.00125,12.91
2026-09-01 00:25,ADA,ADA,0.19881,1.006,0.503,0.503,1.006,144918,0.000138,10.39
2026-09-01 00:25,DOT,DOT,0.835975,2.034,1.017,1.136,1.136,30158,-0.00039,11.03
2026-09-01 00:25,UNI,UNI,5.21785,0.575,0.287,0.287,1.054,27661,0.00125,13.07
2026-09-01 00:25,AAVE,AAVE,124.055,0.806,0.403,0.403,0.403,180140,0.00125,13.31
2026-09-01 00:25,ARB,ARB,0.106015,2.83,3.301,6.131,6.131,43909,0.00304,24.11
2026-09-01 00:25,POL,POL,0.09030550000000001,1.661,1.163,1.606,2.824,5532,-0.000858,11.33
2026-09-01 00:25,RENDER,RENDER,1.418,2.821,1.41,2.116,2.116,16387,0.00125,15.32
2026-09-01 00:25,DOGE,DOGE,0.0830205,0.361,0.181,0.301,0.301,211859,0.00125,12.86
2026-09-01 00:25,SHIB,kSHIB,0.0050715,1.972,2.958,2.958,2.958,192620,0.00125,18.42
2026-09-01 00:25,PEPE,kPEPE,0.0035665000000000002,2.804,1.402,1.402,1.402,1007677,0.00125,15.3
2026-09-01 00:25,WIF,WIF,0.197955,0.505,3.284,4.294,6.315,52683,0.00125,19.07
2026-09-01 00:25,BONK,kBONK,0.003016,6.631,6.631,6.631,6.631,126198,0.00125,25.76
2026-09-01 00:25,TRUMP,TRUMP,2.42105,0.413,0.207,0.62,0.62,65642,0.00125,12.91
2026-09-01 00:30,BTC,BTC,78749.5,0.127,0.063,0.063,0.063,2585625,0.00125,12.63
2026-09-01 00:30,ETH,ETH,2472.55,0.404,0.202,0.202,0.202,10317823,0.00125,12.9
2026-09-01 00:30,SOL,SOL,103.33500000000001,0.968,0.484,0.484,0.484,4927049,0.00125,13.47
2026-09-01 00:30,XRP,XRP,1.38185,0.724,0.362,0.362,0.362,2158126,0.00125,13.22
2026-09-01 00:30,AVAX,AVAX,7.216900000000001,0.554,0.277,0.416,0.416,27333,0.000926,12.15
2026-09-01 00:30,LINK,LINK,11.347999999999999,1.762,0.881,0.881,0.881,374611,0.00125,14.26
2026-09-01 00:30,LTC,LTC,48.559,0.412,0.206,0.412,0.412,54305,0.00125,12.91
2026-09-01 00:30,ADA,ADA,0.19888499999999998,1.508,0.754,0.754,0.754,193407,0.000235,11.17
2026-09-01 00:30,DOT,DOT,0.8364199999999999,2.152,1.076,1.196,2.391,29740,-0.000326,11.15
2026-09-01 00:30,UNI,UNI,5.230449999999999,0.956,0.478,0.669,1.625,47294,0.00125,13.46
2026-09-01 00:30,AAVE,AAVE,124.11,1.611,0.806,0.806,0.806,173367,0.00125,14.11
2026-09-01 00:30,ARB,ARB,0.10671,3.748,1.874,1.874,1.874,77051,0.003106,21.44
2026-09-01 00:30,POL,POL,0.09047050000000001,2.321,1.161,1.271,2.045,7889,-0.00137,11.32
2026-09-01 00:30,RENDER,RENDER,1.41955,3.522,1.761,3.874,4.579,25290,0.00125,16.02
2026-09-01 00:30,DOGE,DOGE,0.0830235,1.325,0.662,0.783,0.783,204963,0.00125,13.82
2026-09-01 00:30,SHIB,kSHIB,0.005074,3.942,1.971,1.971,1.971,238250,0.00125,16.44
2026-09-01 00:30,PEPE,kPEPE,0.0035645,2.805,1.403,1.403,1.403,1035443,0.00125,15.31
2026-09-01 00:30,WIF,WIF,0.198325,2.521,1.261,1.261,1.261,50959,0.00125,15.02
2026-09-01 00:30,BONK,kBONK,0.0030115,3.321,1.66,4.981,4.981,141398,0.00125,15.82
2026-09-01 00:30,TRUMP,TRUMP,2.4196,2.48,1.24,5.786,5.786,62342,0.00125,14.98
2026-09-01 00:35,BTC,BTC,78666.5,0.127,0.064,0.064,0.064,4207731,0.00125,12.63
2026-09-01 00:35,ETH,ETH,2470.55,0.405,0.202,0.202,0.202,10379044,0.00125,12.9
2026-09-01 00:35,SOL,SOL,103.285,0.968,0.484,0.484,0.484,4916781,0.00125,13.47
2026-09-01 00:35,XRP,XRP,1.38105,0.724,0.362,0.362,0.362,1380675,0.00125,13.22
2026-09-01 00:35,AVAX,AVAX,7.21345,0.139,0.069,0.069,0.069,67170,0.000699,11.1
2026-09-01 00:35,LINK,LINK,11.3315,0.882,0.441,0.441,0.441,380627,0.00125,13.38
2026-09-01 00:35,LTC,LTC,48.5555,0.618,0.309,0.515,0.721,46728,0.00125,13.12
2026-09-01 00:35,ADA,ADA,0.19866,1.007,0.503,0.503,1.007,100599,0.000292,10.83
2026-09-01 00:35,DOT,DOT,0.835965,2.034,1.017,1.136,1.136,27765,-0.000329,11.03
2026-09-01 00:35,UNI,UNI,5.24205,0.954,0.477,2.003,2.194,16764,0.001251,13.46
2026-09-01 00:35,AAVE,AAVE,124.15,1.611,0.805,0.805,0.805,185871,0.00125,14.11
2026-09-01 00:35,ARB,ARB,0.10732,5.591,2.795,2.795,4.659,74214,0.002973,22.91
2026-09-01 00:35,POL,POL,0.09062200000000001,0.662,0.331,2.648,3.862,6988,-0.001402,9.66
2026-09-01 00:35,RENDER,RENDER,1.4172500000000001,6.35,3.175,4.586,5.292,14925,0.00125,18.85
2026-09-01 00:35,DOGE,DOGE,0.08300099999999999,0.723,0.361,0.482,0.482,72775,0.00125,13.22
2026-09-01 00:35,SHIB,kSHIB,0.005074,3.942,1.971,1.971,3.942,193564,0.00125,16.44
2026-09-01 00:35,PEPE,kPEPE,0.0035625,2.807,1.404,4.211,4.211,997660,0.00125,15.31
2026-09-01 00:35,WIF,WIF,0.19826500000000002,1.513,0.757,1.765,2.774,48034,0.00125,14.01
2026-09-01 00:35,BONK,kBONK,0.0030045000000000002,3.328,1.664,4.993,4.993,139234,0.00125,15.83
2026-09-01 00:35,TRUMP,TRUMP,2.42225,0.413,0.206,0.206,0.619,59778,0.00125,12.91
2026-09-01 00:40,BTC,BTC,78686.5,0.127,0.064,0.064,0.064,4059469,0.00125,12.63
2026-09-01 00:40,ETH,ETH,2470.05,0.405,0.202,0.202,0.202,8792910,0.00125,12.9
2026-09-01 00:40,SOL,SOL,103.275,0.968,0.484,0.484,0.484,4801250,0.00125,13.47
2026-09-01 00:40,XRP,XRP,1.3811499999999999,0.724,0.362,0.362,0.362,1465165,0.00125,13.22
2026-09-01 00:40,AVAX,AVAX,7.22025,0.692,0.346,0.346,0.346,48506,0.000513,11.13
2026-09-01 00:40,LINK,LINK,11.3265,0.883,0.441,0.441,1.324,368511,0.00125,13.38
2026-09-01 00:40,LTC,LTC,48.5955,0.617,0.309,1.132,1.338,51949,0.00125,13.12
2026-09-01 00:40,ADA,ADA,0.198895,0.503,0.251,0.251,0.251,168374,0.000365,10.52
2026-09-01 00:40,DOT,DOT,0.836195,2.511,1.256,1.375,1.973,35300,-0.000273,11.51
2026-09-01 00:40,UNI,UNI,5.24305,6.676,3.338,3.528,3.528,28309,0.001442,19.71
2026-09-01 00:40,AAVE,AAVE,124.16,1.611,0.805,1.611,1.611,158893,0.00125,14.11
2026-09-01 00:40,ARB,ARB,0.106575,0.938,0.469,0.469,0.469,56928,0.002979,18.28
2026-09-01 00:40,POL,POL,0.090287,3.101,1.661,2.99,2.99,7125,-0.00139,12.32
2026-09-01 00:40,RENDER,RENDER,1.4172500000000001,6.35,3.175,3.881,5.292,13109,0.00125,18.85
2026-09-01 00:40,DOGE,DOGE,0.0829245,0.121,0.06,0.06,0.06,144431,0.00125,12.62
2026-09-01 00:40,SHIB,kSHIB,0.0050745,1.971,0.985,0.985,4.927,204891,0.00125,14.47
2026-09-01 00:40,PEPE,kPEPE,0.0035615,2.808,1.404,1.404,1.404,1013180,0.001011,14.64
2026-09-01 00:40,WIF,WIF,0.198855,2.514,1.257,2.766,2.766,46177,0.00125,15.01
2026-09-01 00:40,BONK,kBONK,0.0030025,3.331,1.665,8.326,8.326,154514,0.00125,15.83
2026-09-01 00:40,TRUMP,TRUMP,2.4231499999999997,0.413,0.206,0.206,0.619,42695,0.00125,12.91
2026-09-01 00:45,BTC,BTC,78643.5,0.127,0.064,0.064,0.064,3391189,0.00125,12.63
2026-09-01 00:45,ETH,ETH,2469.6499999999996,0.405,0.202,0.202,0.202,10427661,0.00125,12.9
2026-09-01 00:45,SOL,SOL,103.195,0.969,0.485,0.485,0.485,4890902,0.00125,13.47
2026-09-01 00:45,XRP,XRP,1.3811499999999999,0.724,0.362,0.362,1.086,1516045,0.00125,13.22
2026-09-01 00:45,AVAX,AVAX,7.22135,0.969,0.485,0.485,1.039,32447,0.000593,11.63
2026-09-01 00:45,LINK,LINK,11.3185,0.884,0.442,0.442,1.325,373009,0.00125,13.38
2026-09-01 00:45,LTC,LTC,48.5715,0.618,0.309,0.515,0.926,54808,0.00125,13.12
2026-09-01 00:45,ADA,ADA,0.19877,2.012,1.006,1.006,1.006,129322,0.000393,12.11
2026-09-01 00:45,DOT,DOT,0.83635,1.196,0.598,0.717,0.717,33617,-0.000184,10.2
2026-09-01 00:45,UNI,UNI,5.2437000000000005,0.763,0.381,0.572,2.098,15522,0.001563,14.14
2026-09-01 00:45,AAVE,AAVE,124.245,2.415,1.207,2.012,2.817,163772,0.00125,14.91
2026-09-01 00:45,ARB,ARB,0.10694999999999999,3.74,3.74,3.74,3.74,66862,0.003018,24.93
2026-09-01 00:45,POL,POL,0.090274,0.886,0.443,0.443,2.769,9913,-0.001307,9.89
2026-09-01 00:45,RENDER,RENDER,1.4174,5.644,2.822,3.528,4.233,16374,0.00125,18.14
2026-09-01 00:45,DOGE,DOGE,0.08296049999999999,0.121,0.06,0.181,0.181,162209,0.00125,12.62
2026-09-01 00:45,SHIB,kSHIB,0.005076499999999999,1.97,0.985,0.985,4.925,197358,0.00125,14.47
2026-09-01 00:45,PEPE,kPEPE,0.0035595,2.809,1.405,1.405,1.405,1101979,0.000868,14.24
2026-09-01 00:45,WIF,WIF,0.198855,1.509,0.754,1.76,3.269,61386,0.00125,14.01
2026-09-01 00:45,BONK,kBONK,0.0030025,3.331,1.665,4.996,4.996,190325,0.00125,15.83
2026-09-01 00:45,TRUMP,TRUMP,2.42255,0.413,0.206,0.206,0.206,53172,0.00125,12.91
2026-09-01 00:50,BTC,BTC,78590.5,0.127,0.064,0.064,0.064,4484922,0.00125,12.63
2026-09-01 00:50,ETH,ETH,2469.45,0.405,0.202,0.202,0.202,7735345,0.00125,12.9
2026-09-01 00:50,SOL,SOL,103.155,0.969,0.485,0.485,0.485,5237420,0.00125,13.47
2026-09-01 00:50,XRP,XRP,1.38015,0.725,1.087,1.087,1.087,1531737,0.00125,14.67
2026-09-01 00:50,AVAX,AVAX,7.22075,0.969,0.485,0.623,0.623,53697,0.000668,11.84
2026-09-01 00:50,LINK,LINK,11.3305,0.883,0.441,0.441,0.441,227856,0.00125,13.38
2026-09-01 00:50,LTC,LTC,48.5655,0.206,0.103,0.103,0.103,73879,0.00125,12.71
2026-09-01 00:50,ADA,ADA,0.19865500000000003,1.51,0.755,0.755,0.755,159071,0.000383,11.58
2026-09-01 00:50,DOT,DOT,0.8355,1.676,0.838,0.958,0.958,37025,-4.4e-05,10.68
2026-09-01 00:50,UNI,UNI,5.2364,1.146,0.573,0.764,1.146,19219,0.001614,14.66
2026-09-01 00:50,AAVE,AAVE,124.205,0.805,0.403,1.208,2.013,110436,0.00125,13.31
2026-09-01 00:50,ARB,ARB,0.106225,4.707,2.353,2.353,2.353,52568,0.003016,22.15
2026-09-01 00:50,POL,POL,0.09015999999999999,0.887,0.444,0.444,0.444,12746,-0.001264,9.89
2026-09-01 00:50,RENDER,RENDER,1.4177,4.232,2.116,2.821,2.821,16102,0.00125,16.73
2026-09-01 00:50,DOGE,DOGE,0.082966,0.723,0.362,0.362,0.362,146687,0.00125,13.22
2026-09-01 00:50,SHIB,kSHIB,0.005078,3.939,1.969,1.969,1.969,290100,0.00125,16.44
2026-09-01 00:50,PEPE,kPEPE,0.0035635,2.806,1.403,1.403,1.403,1071247,0.000701,13.77
2026-09-01 00:50,WIF,WIF,0.198935,2.513,1.257,2.765,3.267,43766,0.00125,15.01
2026-09-01 00:50,BONK,kBONK,0.0030055,3.327,4.991,4.991,4.991,173295,0.00125,22.48
2026-09-01 00:50,TRUMP,TRUMP,2.4284499999999998,0.412,1.853,2.677,3.5,44025,0.00125,16.21
2026-09-01 00:55,BTC,BTC,78565.5,0.127,0.064,0.064,0.064,2417204,0.00125,12.63
2026-09-01 00:55,ETH,ETH,2470.25,0.405,0.202,0.202,0.202,10316490,0.00125,12.9
2026-09-01 00:55,SOL,SOL,103.195,0.969,0.485,0.485,0.485,5219628,0.00125,13.47
2026-09-01 00:55,XRP,XRP,1.38035,0.724,0.362,1.087,1.087,1292296,0.00125,13.22
2026-09-01 00:55,AVAX,AVAX,7.22105,1.523,0.762,1.177,1.177,61759,0.00068,12.43
2026-09-01 00:55,LINK,LINK,11.3225,0.883,0.442,1.325,2.208,385712,0.00125,13.38
2026-09-01 00:55,LTC,LTC,48.585,0.412,0.412,0.412,0.617,85390,0.00125,13.32
2026-09-01 00:55,ADA,ADA,0.198635,0.503,0.252,0.252,0.252,125891,0.000338,10.45
2026-09-01 00:55,DOT,DOT,0.8359449999999999,1.555,0.778,0.897,1.495,32145,3.4e-05,10.65
2026-09-01 00:55,UNI,UNI,5.23435,0.573,0.287,0.478,0.669,19788,0.001621,14.11
2026-09-01 00:55,AAVE,AAVE,124.18,1.611,0.805,1.611,2.416,173832,0.00125,14.11
2026-09-01 00:55,ARB,ARB,0.105685,2.839,1.419,1.419,2.366,39192,0.00276,19.57
2026-09-01 00:55,POL,POL,0.0901875,0.111,0.055,1.275,1.275,7161,-0.001157,9.11
2026-09-01 00:55,RENDER,RENDER,1.4187,4.229,2.115,2.819,2.819,14921,0.00125,16.73
2026-09-01 00:55,DOGE,DOGE,0.08299,0.241,0.12,0.12,0.241,149881,0.00125,12.74
2026-09-01 00:55,SHIB,kSHIB,0.0050805,1.968,0.984,0.984,2.952,256645,0.00125,14.47
2026-09-01 00:55,PEPE,kPEPE,0.0035655,2.805,1.402,1.402,1.402,935334,0.000512,13.24
2026-09-01 00:55,WIF,WIF,0.198475,1.512,0.756,1.763,1.763,47987,0.00125,14.01
2026-09-01 00:55,BONK,kBONK,0.0030005,3.333,1.666,4.999,4.999,170286,0.00125,15.83
2026-09-01 00:55,TRUMP,TRUMP,2.42675,1.236,0.618,1.03,1.03,43489,0.00125,13.74
2026-09-01 01:00,BTC,BTC,78537.5,0.127,0.064,0.064,0.064,3218327,0.00125,12.63
2026-09-01 01:00,ETH,ETH,2468.75,0.405,0.203,0.203,0.203,8098173,0.00125,12.91
2026-09-01 01:00,SOL,SOL,103.095,0.97,0.485,0.485,0.485,4554269,0.00125,13.47
2026-09-01 01:00,XRP,XRP,1.3787500000000001,0.725,0.363,0.363,0.363,1443082,0.00125,13.23
2026-09-01 01:00,AVAX,AVAX,7.21565,0.693,0.346,0.346,0.346,28159,0.000407,10.83
2026-09-01 01:00,LINK,LINK,11.3155,0.884,0.442,1.326,1.326,402095,0.00125,13.38
2026-09-01 01:00,LTC,LTC,48.552,0.412,0.206,0.206,1.236,77971,0.00125,12.91
2026-09-01 01:00,ADA,ADA,0.198295,0.504,1.765,1.765,2.269,159191,0.000754,14.64
2026-09-01 01:00,DOT,DOT,0.835895,2.034,1.017,1.137,1.974,33147,-0.002582,11.03
2026-09-01 01:00,UNI,UNI,5.22245,0.957,0.479,0.67,1.053,20082,0.00125,13.46
2026-09-01 01:00,AAVE,AAVE,124.12,1.611,0.806,0.806,0.806,189968,0.00125,14.11
2026-09-01 01:00,ARB,ARB,0.10697999999999999,3.739,1.87,2.804,2.804,55990,0.003696,23.09
2026-09-01 01:00,POL,POL,0.0901205,3.218,2.275,3.273,4.716,8882,0.001057,16.51
2026-09-01 01:00,RENDER,RENDER,1.4177,2.821,1.411,2.116,2.116,42500,0.00125,15.32
2026-09-01 01:00,DOGE,DOGE,0.082921,1.206,0.603,0.603,0.603,156741,0.001242,13.68
2026-09-01 01:00,SHIB,kSHIB,0.0050755,1.97,0.985,0.985,0.985,188630,0.00125,14.47
