zeit,coin,markt,mid,spread_bp,slip180_bp,slip500_bp,slip1000_bp,tiefe_usd,funding_h_pct,roundtrip_bp
2026-08-22 01:55,LINK,LINK,12.0115,2.498,1.249,1.249,1.249,212237,0.012713,47.1
2026-08-22 01:55,LTC,LTC,53.2265,0.939,0.47,0.47,0.47,45754,0.018686,62.26
2026-08-22 01:55,ADA,ADA,0.229215,0.436,0.218,0.218,0.218,80420,0.011109,40.54
2026-08-22 01:55,DOT,DOT,0.939295,0.106,0.053,0.053,0.053,38450,0.00125,12.61
2026-08-22 01:55,UNI,UNI,4.1386,7.249,3.624,3.624,3.624,38166,0.003153,25.08
2026-08-22 01:55,AAVE,AAVE,122.795,0.814,7.736,7.736,7.736,74159,0.017331,73.0
2026-08-22 01:55,ARB,ARB,0.09817999999999999,2.037,1.019,1.019,2.037,90339,0.00125,14.54
2026-08-22 01:55,POL,POL,0.0955415,1.57,1.622,1.727,2.774,5232,0.003869,23.08
2026-08-22 01:55,RENDER,RENDER,1.52495,0.656,5.574,5.574,8.197,11898,0.00125,23.65
2026-08-22 01:55,DOGE,DOGE,0.0914755,0.109,0.055,0.055,0.055,57973,0.011707,41.89
2026-08-22 01:55,SHIB,kSHIB,0.005927,3.374,1.687,1.687,1.687,190172,0.00125,15.87
2026-08-22 01:55,PEPE,kPEPE,0.0041395,2.416,1.208,1.208,1.208,221092,0.011167,42.68
2026-08-22 01:55,WIF,WIF,0.19906000000000001,2.009,3.014,3.014,4.521,6273,0.004692,28.17
2026-08-22 01:55,BONK,kBONK,0.0031065,3.219,1.61,1.61,1.61,168048,0.00125,15.72
2026-08-22 01:55,TRUMP,TRUMP,1.8640500000000002,0.536,0.805,0.805,1.341,108440,0.00125,14.11
